商品コード,商品名,規格,売上単重
00310KI150,銅管　１／２Ｈ,15X1.5X2500,1.423
00310KJ001,銅管　１／２Ｈ,,0
00310KN150,銅管　１／２Ｈ,15.88X1.2X4000,1.98
00310KS100,銅管　１／２Ｈ,10X0.8X5000,1.034
00310KS158,銅管　１／２Ｈ,15.88X0.8X5000,1.695
00310MA000,銅管　１／２Ｈ,,0
00310MA061,銅管　１／２Ｈ,6.35X0.8X91.5,0.011
00310MA091,銅管　１／２Ｈ,9.52X0.8X59.2,0.012
00310MA093,銅管　１／２Ｈ,9.53X1.2X95.8,0.027
00310MA095,銅管　１／２Ｈ,9.53X1.2X117,0.033
00310MA097,銅管　１／２Ｈ,9.53X1.2X137,0.038
00310MA099,銅管　１／２Ｈ,9.53X1.2X166,0.047
00310MA121,銅管　１／２Ｈ,12.7X1.0X69.5,0.023
00310MA123,銅管　１／２Ｈ,12.7X1.2X116,0.045
00310MA151,銅管　１／２Ｈ,15.88X1.0X41,0.017
00310MA153,銅管　１／２Ｈ,15.88X1.0X61.5,0.026
00310MA155,銅管　１／２Ｈ,15.88X1.0X65.5,0.027
00310MA157,銅管　１／２Ｈ,15.88X1.0X69,0.029
00310MA159,銅管　１／２Ｈ,15.88X1.0X97,0.041
00310MA161,銅管　１／２Ｈ,15.88X1.0X125,0.052
00310MA163,銅管　１／２Ｈ,15.88X1.0X153,0.064
00310MA165,銅管　１／２Ｈ,15.88X1.0X181,0.076
00310MA167,銅管　１／２Ｈ,15.88X1.0X209,0.087
00310MA169,銅管　１／２Ｈ,15.88X1.0X237,0.099
00310MA171,銅管　１／２Ｈ,15.88X1.0X265,0.111
00310MA173,銅管　１／２Ｈ,15.88X1.0X293,0.123
00310MA191,銅管　１／２Ｈ,19.05X1.0X38,0.019
00310MA193,銅管　１／２Ｈ,19.05X1.0X66,0.033
00310MA195,銅管　１／２Ｈ,19.05X1.2X61.8,0.037
00310MA197,銅管　１／２Ｈ,19.05X1.2X65.5,0.039
00310MA199,銅管　１／２Ｈ,19.05X1.2X66,0.04
00310MA221,銅管　１／２Ｈ,22.0X1.2X63,0.044
00310MA223,銅管　１／２Ｈ,22.0X1.2X76,0.053
00310MA225,銅管　１／２Ｈ,22.0X1.2X180,0.126
00310MA227,銅管　１／２Ｈ,22.0X1.2X200,0.14
00310MA229,銅管　１／２Ｈ,22.0X1.5X95,0.082
00310MA231,銅管　１／２Ｈ,22.0X1.5X200,0.173
00310MA251,銅管　１／２Ｈ,25.4X1.2X65.5,0.053
00310MA253,銅管　１／２Ｈ,25.4X1.2X68,0.055
00310MA255,銅管　１／２Ｈ,25.4X1.2X78.5,0.064
00310MA257,銅管　１／２Ｈ,25.4X1.2X182,0.149
00310MA259,銅管　１／２Ｈ,25.4X1.2X202,0.165
00310MA261,銅管　１／２Ｈ,25.4X1.5X107,0.108
00310MA263,銅管　１／２Ｈ,25.4X1.5X113,0.114
00310MA265,銅管　１／２Ｈ,25.4X1.5X114,0.115
00310MA267,銅管　１／２Ｈ,25.4X1.5X114.5,0.115
00310MA269,銅管　１／２Ｈ,25.4X1.6X94.5,0.101
00310MA271,銅管　１／２Ｈ,25.4X1.6X114,0.122
00310MA281,銅管　１／２Ｈ,28.6X1.5X106,0.121
00310MA283,銅管　１／２Ｈ,28.6X1.5X113.5,0.13
00310MA311,銅管　１／２Ｈ,31.75X2.0X144,0.241
00310MA313,銅管　１／２Ｈ,31.75X2.0X163.3,0.273
00310MA381,銅管　１／２Ｈ,38.1X2.3X130,0.301
00310MK000,銅管　１／２Ｈ,,0
00310MW101,銅管　１／２Ｈ,10X1.0X5000,1.265
00310ND000,銅管　１／２Ｈ,,0
00310NT000,銅管　１／２Ｈ,,0
00310SI190,銅管　１／２Ｈ,19.05X1.0X5500,2.79
00310SK101,銅管　１／２Ｈ,15.5X0.5X6000,1.265
00310SK103,銅管　１／２Ｈ,15.5X1.0X6000,2.445
00310SM000,銅管　１／２Ｈ,,0
00310SM095,銅管　１／２Ｈ,9.53X0.8X5000,0.981
00310SM301,銅管　１／２Ｈ,"30X2.0X52(+1,-0)",0.082
00310SN001,銅管　１／２Ｈ,,0
00310SO000,銅管　１／２Ｈ,,0
00310SR000,銅管　１／２Ｈ,,0
00310SR010,銅管　１／２Ｈ,10X1.48X5000,1.772
00310SS000,銅管　１／２Ｈ,,0
00310SS001,銅管　１／２Ｈ,6.35X1.0X4000,0.601
00310SS151,銅管　１／２Ｈ,15.88X0.8X303.6,0.103
00310SS153,銅管　１／２Ｈ,15.88X0.8X497.6,0.169
00310SW001,銅管　１／２Ｈ,,0
00310TG141,銅管　１／２Ｈ,14X1.2X5000,2.158
00310TG251,銅管　１／２Ｈ,25X2.0X5000,6.463
00310TY001,銅管　１／２Ｈ,,0
00310UN000,銅管　１／２Ｈ,,0
00310WD001,銅管　１／２Ｈ,10φX1.0X4000,1.012
00310YK000,銅管　１／２Ｈ,,0
00310YS000,銅管　１／２Ｈ,,0
0040104005,銅管　１／２Ｈ,4X0.5X5000,0.246
0040104010,銅管　１／２Ｈ,4X0.8X5000,0.36
0040104020,銅管　１／２Ｈ,4X1.0X5000,0.422
0040105010,銅管　１／２Ｈ,5X0.8X5000,0.472
0040105020,銅管　１／２Ｈ,5X1.0X5000,0.562
0040106007,銅管　１／２Ｈ,6X0.5X5000,0.386
0040106010,銅管　１／２Ｈ,6X0.8X5000,0.584
0040106020,銅管　１／２Ｈ,6X1.0X5000,0.703
0040106030,銅管　１／２Ｈ,6X1.2X5000,0.809
0040106040,銅管　１／２Ｈ,6X1.5X5000,0.948
0040106320,銅管　１／２Ｈ,6.35X0.8X5000,0.624
0040106330,銅管　１／２Ｈ,6.35X1.0X5000,0.752
0040108010,銅管　１／２Ｈ,8X0.8X5000,0.809
0040108020,銅管　１／２Ｈ,8X1.0X5000,0.984
0040108030,銅管　１／２Ｈ,8X1.2X5000,1.146
0040108040,銅管　１／２Ｈ,8X1.5X5000,1.37
0040108050,銅管　１／２Ｈ,8X2.0X5000,1.686
0040109510,銅管　１／２Ｈ,9.52X0.5X5000,0.634
0040109513,銅管　１／２Ｈ,9.52X0.6X5000,0.752
0040109520,銅管　１／２Ｈ,9.52X1.0X5000,1.197
0040109530,銅管　１／２Ｈ,9.52X1.2X5000,1.404
0040109540,銅管　１／２Ｈ,9.52X1.5X5000,1.692
0040110010,銅管　１／２Ｈ,10X0.8X5000,1.034
0040110020,銅管　１／２Ｈ,10X1.0X5000,1.265
0040110030,銅管　１／２Ｈ,10X1.2X5000,1.484
0040110040,銅管　１／２Ｈ,10X1.4X5000,1.692
0040110050,銅管　１／２Ｈ,10X1.5X5000,1.791
0040110060,銅管　１／２Ｈ,10X1.6X5000,1.888
0040110070,銅管　１／２Ｈ,10X2.0X5000,2.248
0040112010,銅管　１／２Ｈ,12X1.0X5000,1.546
0040112020,銅管　１／２Ｈ,12X1.2X5000,1.821
0040112030,銅管　１／２Ｈ,12X1.5X5000,2.213
0040112040,銅管　１／２Ｈ,12X1.6X5000,2.338
0040112050,銅管　１／２Ｈ,12X2.0X5000,2.81
0040112060,銅管　１／２Ｈ,12X3.0X5000,3.794
0040112710,銅管　１／２Ｈ,12.7X0.5X5000,0.857
0040112720,銅管　１／２Ｈ,12.7X0.6X5000,1.02
0040112730,銅管　１／２Ｈ,12.7X0.8X5000,1.338
0040112740,銅管　１／２Ｈ,12.7X1.0X5000,1.644
0040112750,銅管　１／２Ｈ,12.7X1.2X5000,1.939
0040112760,銅管　１／２Ｈ,12.7X1.5X5000,2.36
0040114010,銅管　１／２Ｈ,14X1.0X5000,1.827
0040115010,銅管　１／２Ｈ,15X1.0X5000,1.967
0040115020,銅管　１／２Ｈ,15X1.2X5000,2.327
0040115030,銅管　１／２Ｈ,15X1.4X5000,2.675
0040115040,銅管　１／２Ｈ,15X1.5X5000,2.845
0040115050,銅管　１／２Ｈ,15X1.6X5000,3.012
0040115060,銅管　１／２Ｈ,15X2.0X5000,3.653
0040115810,銅管　１／２Ｈ,15.88X0.5X5000,1.08
0040115820,銅管　１／２Ｈ,15.88X0.6X5000,1.288
0040115830,銅管　１／２Ｈ,15.88X0.7X5000,1.493
0040115850,銅管　１／２Ｈ,15.88X0.8X5000,1.695
0040115860,銅管　１／２Ｈ,15.88X1.0X5000,2.091
0040115870,銅管　１／２Ｈ,15.88X1.2X5000,2.475
0040115880,銅管　１／２Ｈ,15.88X1.5X5000,3.031
0040115890,銅管　１／２Ｈ,15.88X2.0X5000,3.9
0040116010,銅管　１／２Ｈ,16X1.0X5000,2.108
0040116020,銅管　１／２Ｈ,16X1.2X5000,2.495
0040116030,銅管　１／２Ｈ,16X1.5X5000,3.056
0040116040,銅管　１／２Ｈ,16X1.6X5000,3.237
0040116050,銅管　１／２Ｈ,16X2.0X5000,3.934
0040116060,銅管　１／２Ｈ,16X4.0X5000,6.744
0040118010,銅管　１／２Ｈ,18X1.5X5000,3.477
0040118020,銅管　１／２Ｈ,18X2.0X5000,4.496
0040119510,銅管　１／２Ｈ,19.05X1.0X5000,2.536
0040119520,銅管　１／２Ｈ,19.05X1.2X5000,3.01
0040119530,銅管　１／２Ｈ,19.05X1.5X5000,3.699
0040119540,銅管　１／２Ｈ,19.05X2.0X5000,4.791
0040119550,銅管　１／２Ｈ,19.05X3.0X5000,6.765
0040120010,銅管　１／２Ｈ,20X1.0X5000,2.67
0040120020,銅管　１／２Ｈ,20X1.2X5000,3.17
0040120030,銅管　１／２Ｈ,20X1.5X5000,3.899
0040120040,銅管　１／２Ｈ,20X1.6X5000,4.136
0040120050,銅管　１／２Ｈ,20X1.8X5000,4.603
0040120060,銅管　１／２Ｈ,20X2.0X5000,5.058
0040122010,銅管　１／２Ｈ,22X1.2X5000,3.507
0040122020,銅管　１／２Ｈ,22X1.5X5000,4.32
0040122050,銅管　１／２Ｈ,22X2.5X5500,6.849
0040122210,銅管　１／２Ｈ,22.22X1.1X5000,3.264
0040122220,銅管　１／２Ｈ,22.22X1.2X5000,3.544
0040122230,銅管　１／２Ｈ,22.22X1.5X5000,4.367
0040122240,銅管　１／２Ｈ,22.22X2.0X5000,5.682
0040125010,銅管　１／２Ｈ,25X1.2X5000,4.013
0040125020,銅管　１／２Ｈ,25X1.5X5000,4.953
0040125030,銅管　１／２Ｈ,25X1.6X5000,5.26
0040125040,銅管　１／２Ｈ,25X1.8X5000,5.867
0040125050,銅管　１／２Ｈ,25X2.0X5000,6.463
0040125060,銅管　１／２Ｈ,25X2.5X5000,7.903
0040125070,銅管　１／２Ｈ,25X3.0X5000,9.273
0040125410,銅管　１／２Ｈ,25.4X0.8X5000,2.765
0040125420,銅管　１／２Ｈ,25.4X1.2X5000,4.08
0040125430,銅管　１／２Ｈ,25.4X1.4X5000,4.721
0040125440,銅管　１／２Ｈ,25.4X1.5X5000,5.037
0040125450,銅管　１／２Ｈ,25.4X1.6X5000,5.35
0040125460,銅管　１／２Ｈ,25.4X2.0X5000,6.575
0040128010,銅管　１／２Ｈ,28X2.0X5000,7.306
0040128510,銅管　１／２Ｈ,28.58X1.0X5000,3.875
0040128515,銅管　１／２Ｈ,28.58X1.2X5000,4.616
0040128520,銅管　１／２Ｈ,28.58X1.5X5000,5.707
0040128530,銅管　１／２Ｈ,28.58X2.0X5000,7.469
0040130010,銅管　１／２Ｈ,30X1.6X5000,6.384
0040130020,銅管　１／２Ｈ,30X1.8X5000,7.132
0040130030,銅管　１／２Ｈ,30X2.0X5000,7.868
0040131710,銅管　１／２Ｈ,31.75X1.2X5000,5.151
0040131720,銅管　１／２Ｈ,31.75X1.5X5000,6.375
0040131730,銅管　１／２Ｈ,31.75X2.0X5000,8.36
0040132010,銅管　１／２Ｈ,32X2.0X5000,8.43
0040135010,銅管　１／２Ｈ,35X1.6X5000,7.508
0040135020,銅管　１／２Ｈ,35X2.0X5000,9.273
0040135030,銅管　１／２Ｈ,35X2.3X5000,10.567
0040138010,銅管　１／２Ｈ,38X2.0X5000,10.116
0040138050,銅管　１／２Ｈ,38.1X1.5X2500,3.857
0040138110,銅管　１／２Ｈ,38.1X1.5X5000,7.713
0040140010,銅管　１／２Ｈ,40X2.0X5000,10.678
0040144410,銅管　１／２Ｈ,44.45X2.0X5000,11.928
0040145010,銅管　１／２Ｈ,45X2.0X5000,12.083
0040145020,銅管　１／２Ｈ,45X2.3X5000,13.799
0040145030,銅管　１／２Ｈ,45X2.6X5000,15.489
0040155010,銅管　１／２Ｈ,55X2.0X5000,14.893
0040155020,銅管　１／２Ｈ,55X2.6X5000,19.142
0040155030,銅管　１／２Ｈ,55X3.0X5000,21.918
0040170010,銅管　１／２Ｈ,70X2.0X5000,19.108
0040170020,銅管　１／２Ｈ,70X2.6X5000,24.621
00410DA095,銅管　１／２Ｈ,9.53X0.7X5000,0.868
00410FJ002,銅管　１／２Ｈ,22.22X1.14X5000,3.376
00410HS061,銅管　１／２Ｈ,6X0.6X5000,0.455
00410IG000,銅管　１／２Ｈ,,0
00410IG001,銅管　１／２Ｈ,6X1.0X5000,0.703
00410IG002,銅管　１／２Ｈ,8X1.0X5000,0.984
00410IG003,銅管　１／２Ｈ,10X1.0X5000,1.265
00410IG004,銅管　１／２Ｈ,10X1.2X5000,1.484
00410IG005,銅管　１／２Ｈ,10X1.6X5000,1.888
00410IG006,銅管　１／２Ｈ,12X1.0X5000,1.546
00410IG007,銅管　１／２Ｈ,12X1.2X5000,1.821
00410IG008,銅管　１／２Ｈ,15X1.0X5000,1.967
00410IG009,銅管　１／２Ｈ,15X1.6X5000,3.012
00410IG012,銅管　１／２Ｈ,20X1.2X5000,3.17
00410IG015,銅管　１／２Ｈ,20X2.0X5000,5.058
00410IG018,銅管　１／２Ｈ,25X2.0X5000,6.463
00410IG021,銅管　１／２Ｈ,25.4X1.5X5000,5.037
00410IG025,銅管　１／２Ｈ,40X2.5X5000,13.172
00410IR091,銅管　１／２Ｈ,9.53X0.5X5000,0.634
00410IR092,銅管　１／２Ｈ,9.53X0.6X5000,0.753
00410IR121,銅管　１／２Ｈ,12.7X0.5X5000,0.857
00410IR122,銅管　１／２Ｈ,12.7X0.6X5000,1.02
00410IR151,銅管　１／２Ｈ,15.88X0.5X5000,1.08
00410IR152,銅管　１／２Ｈ,15.88X0.7X5000,1.493
00410IS060,銅管　１／２Ｈ,6X0.8X5000,0.584
00410IS061,銅管　１／２Ｈ,6X1.0X5000,0.703
00410IS080,銅管　１／２Ｈ,8X0.8X5000,0.809
00410IS081,銅管　１／２Ｈ,8X1.0X5000,0.984
00410IS083,銅管　１／２Ｈ,8X1.2X5000,1.146
00410IS100,銅管　１／２Ｈ,10X0.8X5000,1.034
00410IS101,銅管　１／２Ｈ,10X1.0X5000,1.265
00410IS105,銅管　１／２Ｈ,10X1.6X5000,1.888
00410IS121,銅管　１／２Ｈ,12X1.0X5000,1.546
00410IS251,銅管　１／２Ｈ,25X1.6X5000,5.26
00410JC001,銅管　１／２Ｈ,15.88X1.0X5000,2.091
00410JC003,銅管　１／２Ｈ,15.88X0.6X5000,1.288
00410KA250,銅管　１／２Ｈ,25X2.5X5000,7.903
00410KQ190,銅管　１／２Ｈ,4X0.5X190,0.009
00410KQ273,銅管　１／２Ｈ,4X0.5X273,0.013
00410KQ352,銅管　１／２Ｈ,4X0.5X352,0.017
00410KQ396,銅管　１／２Ｈ,4X0.5X396,0.019
00410KQ435,銅管　１／２Ｈ,4X0.5X435,0.021
00410KQ514,銅管　１／２Ｈ,4X0.5X514,0.025
00410KQ676,銅管　１／２Ｈ,4X0.5X676,0.033
00410KS100,銅管　１／２Ｈ,10X0.8X5000,1.034
00410KS158,銅管　１／２Ｈ,15.88X0.8X5000,1.695
00410MD000,銅管　１／２Ｈ,,0
00410MQ091,銅管　１／２Ｈ,9.53X0.8X5000,0.981
00410MQ121,銅管　１／２Ｈ,12.7X0.9X5000,1.492
00410MQ191,銅管　１／２Ｈ,19.05X1.0X5000,2.536
00410MW101,銅管　１／２Ｈ,10X1.0X5000,1.265
00410ND090,銅管　１／２Ｈ,9X0.7X5000,0.816
00410ND127,銅管　１／２Ｈ,12.7X1.0X5000,1.644
00410ND140,銅管　１／２Ｈ,14X1.2X5000,2.158
00410ND160,銅管　１／２Ｈ,16X1.3X5000,2.685
00410NT001,銅管　１／２Ｈ,12.7X0.5X5000,0.857
00410SK102,銅管　１／２Ｈ,15.88X0.6X5000,1.288
00410SK103,銅管　１／２Ｈ,9.52X0.5X5000,0.634
00410SK105,銅管　１／２Ｈ,,0
00410SM095,銅管　１／２Ｈ,9.53X0.8X5000,0.981
00410SR010,銅管　１／２Ｈ,10X1.48X5000,1.772
00410TG141,銅管　１／２Ｈ,14X1.2X5000,2.158
00410TG251,銅管　１／２Ｈ,25X2.0X5000,6.463
00410TZ001,銅管　１／２Ｈ,,0
0050000010,銅直管　ＯＬ材,,0
0050105010,銅直管　ＯＬ材,5X0.8X5000,0.472
0050106010,銅直管　ＯＬ材,6X0.6X5000,0.455
0050106018,銅直管　ＯＬ材,6X0.8X2500,0.292
0050106020,銅直管　ＯＬ材,6X0.8X5000,0.584
0050106025,銅直管　ＯＬ材,6X1.0X96L,0.013
0050106027,銅直管　ＯＬ材,6X1.0X496L,0.07
0050106030,銅直管　ＯＬ材,6X1.0X5000,0.703
0050106310,銅直管　ＯＬ材,6.35X0.6X5000,0.485
0050106320,銅直管　ＯＬ材,6.35X0.7X5000,0.556
0050106330,銅直管　ＯＬ材,6.35X0.8X5000,0.624
0050106340,銅直管　ＯＬ材,6.35X1.0X5000,0.752
0050107010,銅直管　ＯＬ材,7X0.7X5000,0.62
0050107020,銅直管　ＯＬ材,7X0.8X5000,0.697
0050107910,銅直管　ＯＬ材,7.94X0.7X5000,0.712
0050107920,銅直管　ＯＬ材,7.94X0.8X5000,0.803
0050108010,銅直管　ＯＬ材,8X0.6X5000,0.624
0050108020,銅直管　ＯＬ材,8X0.7X5000,0.718
0050108030,銅直管　ＯＬ材,8X0.8X5000,0.809
0050109508,銅直管　ＯＬ材,8X1.0X2500,0.492
0050109510,銅直管　ＯＬ材,8X1.0X5000,0.984
0050109520,銅直管　ＯＬ材,9.52X0.6X5000,0.753
0050109530,銅直管　ＯＬ材,9.52X0.7X5000,0.868
0050109540,銅直管　ＯＬ材,9.52X0.8X5000,0.98
0050109550,銅直管　ＯＬ材,9.52X1.0X5000,1.197
0050110010,銅直管　ＯＬ材,10X0.6X5000,0.792
0050110020,銅直管　ＯＬ材,10X0.7X5000,0.915
0050110030,銅直管　ＯＬ材,10X0.8X5000,1.034
0050110040,銅直管　ＯＬ材,10X1.0X5000,1.265
0050111110,銅直管　ＯＬ材,11.1X1.0X5000,1.419
0050112005,銅直管　ＯＬ材,12X0.6X2500,0.481
0050112010,銅直管　ＯＬ材,12X0.6X5000,0.961
0050112020,銅直管　ＯＬ材,12X1.0X5000,1.546
0050112710,銅直管　ＯＬ材,12.7X0.6X5000,1.02
0050112720,銅直管　ＯＬ材,12.7X0.7X5000,1.18
0050112730,銅直管　ＯＬ材,12.7X0.8X5000,1.338
0050112740,銅直管　ＯＬ材,12.7X0.9X5000,1.492
0050112750,銅直管　ＯＬ材,12.7X1.0X5000,1.644
0050112758,銅直管　ＯＬ材,12.7X1.2X2500,0.969
0050112760,銅直管　ＯＬ材,12.7X1.2X5000,1.939
0050114010,銅直管　ＯＬ材,14X0.6X5000,1.13
0050114020,銅直管　ＯＬ材,14X0.7X5000,1.308
0050114030,銅直管　ＯＬ材,14X0.8X5000,1.484
0050115310,銅直管　ＯＬ材,15.3X0.7X5000,1.436
0050115805,銅直管　ＯＬ材,15.88X0.6X356,0.092
0050115810,銅直管　ＯＬ材,15.88X0.6X5000,1.288
0050115820,銅直管　ＯＬ材,15.88X0.7X5000,1.493
0050115830,銅直管　ＯＬ材,15.88X0.8X5000,1.695
0050115840,銅直管　ＯＬ材,15.88X0.95X5000,1.993
0050115850,銅直管　ＯＬ材,15.88X1.0X5000,2.091
0050115860,銅直管　ＯＬ材,15.88X1.2X5000,2.475
0050116003,銅直管　ＯＬ材,16X0.6X5000,1.298
0050116005,銅直管　ＯＬ材,16X0.7X4000,1.204
0050116010,銅直管　ＯＬ材,16X0.7X5000,1.505
0050116020,銅直管　ＯＬ材,16X0.8X5000,1.708
0050119510,銅直管　ＯＬ材,19.05X0.8X5000,2.051
0050119520,銅直管　ＯＬ材,19.05X1.0X5000,2.536
0050119530,銅直管　ＯＬ材,19.05X1.2X5000,3.01
0050122210,銅直管　ＯＬ材,22.22X0.8X5000,2.408
0050122220,銅直管　ＯＬ材,22.22X1.0X5000,2.981
0050122230,銅直管　ＯＬ材,22.22X1.2X5000,3.544
0050125410,銅直管　ＯＬ材,25.4X1.0X5000,3.428
0050125420,銅直管　ＯＬ材,25.4X1.2X4000,3.264
0050125430,銅直管　ＯＬ材,25.4X1.2X5000,4.08
0050125610,銅直管　ＯＬ材,IN25.6X1.5X5000,5.711
0050128510,銅直管　ＯＬ材,28.58X1.0X5000,3.875
0050128515,銅直管　ＯＬ材,28.58X1.2X2500,2.308
0050128520,銅直管　ＯＬ材,28.58X1.2X5000,4.616
0050131710,銅直管　ＯＬ材,31.75X1.2X5000,5.151
0051000010,銅直管　ＯＬ材（製作品）,,0
00510AK000,銅直管　ＯＬ材,,0
00510AK001,銅直管　ＯＬ材,9.52X0.8X1820,0.357
00510AK002,銅直管　ＯＬ材,9.52X0.8X2300,0.451
00510AY001,銅直管　ＯＬ材,,0
00510FT001,銅直管　ＯＬ材,15.88X1.2X2500,1.238
00510FT002,銅直管　ＯＬ材,7X0.7X5000,0.62
00510FT003,銅直管　ＯＬ材,6.35X0.7X5000,0.556
00510GK001,銅直管　ＯＬ材,,0
00510GK042,銅直管　ＯＬ材,4X0.5X2200,0.108
00510GK062,銅直管　ＯＬ材,6.35X0.8X5000,0.624
00510GK082,銅直管　ＯＬ材,8X0.8X5000,0.809
00510GK092,銅直管　ＯＬ材,9.52X0.8X5000,0.98
00510GK104,銅直管　ＯＬ材,10.0X0.9X2500,0.575
00510GK110,銅直管　ＯＬ材,11.0X0.7X5000,1.013
00510GK122,銅直管　ＯＬ材,12.7X0.8X5000,1.338
00510GK124,銅直管　ＯＬ材,12.7X0.9X5000,1.492
00510GK126,銅直管　ＯＬ材,12.7X1.0X5000,1.644
00510GK152,銅直管　ＯＬ材,15.88X1.0X5000,2.091
00510GK154,銅直管　ＯＬ材,15.88X1.2X5000,2.475
00510GK156,銅直管　ＯＬ材,15.88X1.6X5000,3.21
00510GK158,銅直管　ＯＬ材,15.88X3.5X4300,5.236
00510GK162,銅直管　ＯＬ材,16X0.9X5000,1.909
00510GK192,銅直管　ＯＬ材,19.05X1.0X5000,2.536
00510GK194,銅直管　ＯＬ材,19.05X1.2X5000,3.01
00510GK196,銅直管　ＯＬ材,19.05X1.6X5000,3.923
00510GK222,銅直管　ＯＬ材,22.22X1.1X5000,3.264
00510GK224,銅直管　ＯＬ材,22.22X1.2X5000,3.544
00510GK250,銅直管　ＯＬ材,25X1.4X5000,4.642
00510GK252,銅直管　ＯＬ材,25.4X1.2X5000,4.08
00510GK254,銅直管　ＯＬ材,25.4X1.4X5000,4.721
00510GK282,銅直管　ＯＬ材,28.58X1.0X5000,3.875
00510GK284,銅直管　ＯＬ材,28.58X1.4X5000,5.346
00510GK312,銅直管　ＯＬ材,31.75X1.6X2808,3.806
00510GK314,銅直管　ＯＬ材,31.75X1.6X4800,6.507
00510GK322,銅直管　ＯＬ材,32X1.1X5000,4.776
00510GK324,銅直管　ＯＬ材,32X1.6X5000,6.834
00510GK343,銅直管　ＯＬ材,34.93X1.8X5000,8.379
00510HD001,銅直管　ＯＬ材,,0
00510HK000,銅直管　ＯＬ材,,0
00510HK010,銅直管　ＯＬ材　ESNB570P,19.05X0.8X1323,0.543
00510HK020,銅直管　ＯＬ材　DWAB058,19.05X0.8X1277,0.524
00510HK030,銅直管　ＯＬ材　EHKP953,19.05X0.8X1233,0.506
00510HK040,銅直管　ＯＬ材　EGLP958,19.05X0.8X1283,0.526
00510HK050,銅直管　ＯＬ材　ERBB022P,19.05X0.8X1423.5,0.584
00510HK060,銅直管　ＯＬ材　EQMP958,19.05X0.8X1289,0.529
00510HK070,銅直管　ＯＬ材　ZTCLM2850,19.05X1.0X2850,1.446
00510HK071,銅直管　ＯＬ材　ZTC5S3000,7X1.5X3000,0.695
00510HK080,銅直管　ＯＬ材　ZTCLK2750,19.05X0.8X2750,1.128
00510HK081,銅直管　ＯＬ材　ZTC6J3000,8X0.7X3000,0.431
00510HK083,銅直管　ＯＬ材　ZTC6S3000,8X1.5X3000,0.822
00510HK090,銅直管　ＯＬ材　ZTCPK3000,22.22X0.8X3000,1.445
00510HK100,銅直管　ＯＬ材　ZTC3G3000,6X0.6X3000,0.273
00510HK101,銅直管　ＯＬ材　ZTCAJ3000,10X0.7X3000,0.549
00510HK103,銅直管　ＯＬ材　ZTCAM5000,10X1.0X5000,1.265
00510HK110,銅直管　ＯＬ材　ZTC6G3000,8X0.6X3000,0.374
00510HK115,銅直管　ＯＬ材　ZTC6W3000,8X2.0X3000,1.012
00510HK118,銅直管　ＯＬ材　ZTC7S3000,9X1.5X3000,0.948
00510HK120,銅直管　ＯＬ材　ZTC7W2750,9X2.0X2750,1.082
00510HK121,銅直管　ＯＬ材　ZTCCL3000,12.7X0.89X3000,0.886
00510HK123,銅直管　ＯＬ材　ZTCCM5000,12.7X1.0X5000,1.644
00510HK130,銅直管　ＯＬ材　BURA8423,16X0.8X135,0.046
00510HK140,銅直管　ＯＬ材　ZTCLM5000,19.05X1.0X5000,2.536
00510HK150,銅直管　ＯＬ材　EWAB064P,19.05X0.6X1285,0.4
00510HK151,銅直管　ＯＬ材　ZTCHQ3000,15.88X1.02X3000,1.278
00510HK160,銅直管　ＯＬ材　ZTCJG5000,16X0.6X5000,1.298
00510HK161,銅直管　ＯＬ材,16X0.6X5000,1.298
00510HK163,銅直管　ＯＬ材,16X0.8X***,0.046
00510HK191,銅直管　ＯＬ材　ZTCLM5000,19.05X1.0X5000,2.536
00510HK195,銅直管　ＯＬ材　ZTC8F3000,9.52X0.5X3000,0.38
00510HS000,銅直管　ＯＬ材,,0
00510HS101,銅直管　ＯＬ材,10X1.0X5000,1.265
00510HS191,銅直管　ＯＬ材,19.05X0.8X5000,2.051
00510HS251,銅直管　ＯＬ材,25.4X1.2X5000,4.08
00510HS281,銅直管　ＯＬ材,28.58X1.27X5000,4.873
00510IN000,銅直管　ＯＬ材,,0
00510IN010,銅直管　ＯＬ材,8X1.0X4600,0.905
00510IN020,銅直管　ＯＬ材,10X0.8X5000,1.03
00510IN030,銅直管　ＯＬ材,12.7X0.8X5000,1.338
00510IN031,銅直管　ＯＬ材,φ3X1.0tX2000,0.112
00510IN035,銅直管　ＯＬ材,7X0.8X5000,0.697
00510IN040,銅直管　ＯＬ材,8X0.7X5000,0.718
00510IN081,銅直管　ＯＬ材,8X0.7X5000,0.718
00510IN083,銅直管　ＯＬ材,8X1.0X4600,0.905
00510IN100,銅直管　ＯＬ材,10X0.8X5000,1.034
00510IN140,銅直管　ＯＬ材,14X0.8X5000,1.484
00510IN190,銅直管　ＯＬ材,19.05X1.0X5000,2.536
00510KU000,銅直管　ＯＬ材,,0
00510KU127,銅直管　ＯＬ材,12.7X0.89X107.5,0.032
00510KV001,銅直管　ＯＬ材,10X0.8X5000,1.034
00510KV002,銅直管　ＯＬ材,12.7X0.8X5000,1.338
00510KW000,銅直管　ＯＬ材,,0
00510KW410,銅直管　ＯＬ材,4X0.5X2000,0.098
00510KW420,銅直管　ＯＬ材,4X0.6X81,0.005
00510KW422,銅直管　ＯＬ材,4X0.6X86,0.005
00510KW424,銅直管　ＯＬ材,4X0.6X260,0.015
